id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,material,internal_tag,image_path,image_exists
56944,Women,Footwear,Shoes,Heels,Green,Winter,2012.0,Casual,HM Women Green Flats,Mixed,CLTH-056944,dataset\images\56944.jpg,True
4648,Men,Footwear,Sandal,Sandals,Brown,Summer,2011.0,Casual,ADIDAS Men Neo Feather Brown Sandal,Leather,CLTH-004648,dataset\images\4648.jpg,True
57896,Women,Apparel,Bottomwear,Shorts,Off White,Summer,2012.0,Casual,Femella Women Off White Shorts,Polyester,CLTH-057896,dataset\images\57896.jpg,True
21816,Men,Accessories,Wallets,Wallets,Black,Winter,2016.0,Casual,Fossil Men Midway Black Wallet,Mixed,CLTH-021816,dataset\images\21816.jpg,True
56178,Women,Personal Care,Makeup,Concealer,Beige,Spring,2017.0,Casual,Colorbar Sand Beige Concealer 003,Mixed,CLTH-056178,dataset\images\56178.jpg,True
24558,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Vishudh Women Blue Printed Kurta,Cotton,CLTH-024558,dataset\images\24558.jpg,True
37973,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Clarks Men Brown Quay Point Mahogany Leather Shoes,Mixed,CLTH-037973,dataset\images\37973.jpg,True
9157,Women,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Casual,Jealous 21 Women Checks Pink Shirt,Cotton,CLTH-009157,dataset\images\9157.jpg,True
43698,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Doodle Boys Printed Yellow T-shirt,Cotton,CLTH-043698,dataset\images\43698.jpg,True
18500,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Puma Men V.11 Cat White Tshirts,Cotton,CLTH-018500,dataset\images\18500.jpg,True
8085,Women,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,ADIDAS Women Vanquish5 Silver Sports Shoes,Synthetic,CLTH-008085,dataset\images\8085.jpg,True
17548,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Formal,Mark Taylor Men Grey & White Striped Shirt,Cotton,CLTH-017548,dataset\images\17548.jpg,True
28395,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Idee Women Black Sunglasses,Plastic,CLTH-028395,dataset\images\28395.jpg,True
47238,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013.0,Casual,Playboy,Mixed,CLTH-047238,dataset\images\47238.jpg,True
12806,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Sports,Nike Men Zip Grey Sweatshirts,Polyester,CLTH-012806,dataset\images\12806.jpg,True
29247,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Sports,ADIDAS Men Lakers Yellow Jersey,Cotton,CLTH-029247,dataset\images\29247.jpg,True
58486,Men,Accessories,Wallets,Wallets,Black,Winter,2016.0,Casual,Fossil Men Faded Black Wallet,Mixed,CLTH-058486,dataset\images\58486.jpg,True
59554,Women,Accessories,Jewellery,Bangle,Silver,Summer,2013.0,Casual,Lucera Silver Bangle,Mixed,CLTH-059554,dataset\images\59554.jpg,True
32865,Unisex,Accessories,Bags,Backpacks,Grey,Summer,2012.0,Casual,Wildcraft Unisex Grey and Blue Backpack,Canvas,CLTH-032865,dataset\images\32865.jpg,True
10309,Women,Footwear,Shoes,Flats,White,Winter,2013.0,Casual,Clarks Women White Leather Flats,Mixed,CLTH-010309,dataset\images\10309.jpg,True
38563,Men,Apparel,Bottomwear,Shorts,Orange,Summer,2012.0,Casual,Nike Men Orange & Charcoal Shorts,Polyester,CLTH-038563,dataset\images\38563.jpg,True
53852,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,Vishudh Women Pink Printed Kurta,Cotton,CLTH-053852,dataset\images\53852.jpg,True
52980,Women,Apparel,Saree,Sarees,Green,Fall,2012.0,Ethnic,FNF Printed Green Sari,Mixed,CLTH-052980,dataset\images\52980.jpg,True
45937,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Men White Dial Watch,Metal,CLTH-045937,dataset\images\45937.jpg,True
55399,Women,Personal Care,Makeup,Kajal and Eyeliner,Green,Spring,2017.0,Casual,Revlon Grow Luscious Emerald Lash Liner,Mixed,CLTH-055399,dataset\images\55399.jpg,True
3009,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,Lee Men Edward Black Shirt,Cotton,CLTH-003009,dataset\images\3009.jpg,True
9533,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Sports,Nike Men Manus Shomest Adiumjsy Red Jerseys,Cotton,CLTH-009533,dataset\images\9533.jpg,True
17910,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Sports,Nike Men Sptcas Black Sweatshirt,Polyester,CLTH-017910,dataset\images\17910.jpg,True
48614,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013.0,Casual,Lucera Women Silver Earrings,Mixed,CLTH-048614,dataset\images\48614.jpg,True
18164,Women,Accessories,Bags,Clutches,Black,Winter,2015.0,Casual,Spice Art Women Zircons Black Clutch,Mixed,CLTH-018164,dataset\images\18164.jpg,True
29623,Men,Apparel,Topwear,Shirts,Lavender,Summer,2012.0,Formal,Indigo Nation Men Striped Lavender Shirt,Cotton,CLTH-029623,dataset\images\29623.jpg,True
3835,Men,Footwear,Sandal,Sandals,Black,Summer,2011.0,Casual,Crocs Men Santa Cruz Clog Black Sandal,Leather,CLTH-003835,dataset\images\3835.jpg,True
23319,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011.0,Ethnic,W Women Brown Printed Kurta,Cotton,CLTH-023319,dataset\images\23319.jpg,True
18958,Men,Apparel,Topwear,Sweaters,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Stripes Blue Sweater,Wool,CLTH-018958,dataset\images\18958.jpg,True
26459,Women,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Puma Women Trinity White Checked Canvas Shoes,Mixed,CLTH-026459,dataset\images\26459.jpg,True
19284,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Guess Women Black Dial Watch W60005L2,Metal,CLTH-019284,dataset\images\19284.jpg,True
54079,Women,Apparel,Topwear,Kurtis,Black,Summer,2012.0,Ethnic,Mumbai Slang Women Black Kurti,Mixed,CLTH-054079,dataset\images\54079.jpg,True
18356,Men,Accessories,Socks,Socks,Black,Fall,2011.0,Casual,Fila Men Ankel Logo Black Socks,Mixed,CLTH-018356,dataset\images\18356.jpg,True
9701,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2015.0,Formal,Hush Puppies Men Falcon Black Formal Shoes,Mixed,CLTH-009701,dataset\images\9701.jpg,True
48426,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,French Connection Men White Printed T-shirt,Cotton,CLTH-048426,dataset\images\48426.jpg,True
23917,Women,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Fila Women Paramount White Casual Shoes,Mixed,CLTH-023917,dataset\images\23917.jpg,True
29411,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Giordano Men White Dial Watch,Metal,CLTH-029411,dataset\images\29411.jpg,True
42920,Women,Accessories,Wallets,Wallets,Grey,Summer,2012.0,Casual,French Connection Women Grey Wallet,Mixed,CLTH-042920,dataset\images\42920.jpg,True
55997,Women,Personal Care,Lips,Lipstick,Purple,Spring,2017.0,Casual,Colorbar Velvet Matte Temptation Lipstick 24MA,Mixed,CLTH-055997,dataset\images\55997.jpg,True
37719,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,John Players Men Polo Blue T-shirt,Cotton,CLTH-037719,dataset\images\37719.jpg,True
45339,Women,Footwear,Shoes,Heels,Gold,Summer,2016.0,Casual,Cobblerz Women Gold-Toned Sandals,Mixed,CLTH-045339,dataset\images\45339.jpg,True
59766,Women,Accessories,Jewellery,Earrings,Gold,Winter,2016.0,Casual,Estelle Women Gold Earrings,Mixed,CLTH-059766,dataset\images\59766.jpg,True
38751,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012.0,Casual,Nike Unisex Black Backpack,Canvas,CLTH-038751,dataset\images\38751.jpg,True
39683,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Lotto Men White Sports Shoe,Synthetic,CLTH-039683,dataset\images\39683.jpg,True
41799,Women,Apparel,Topwear,Tops,Yellow,Summer,2012.0,Casual,Remanika Women Yellow Top,Cotton,CLTH-041799,dataset\images\41799.jpg,True
20568,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Baggit Women Brown Babe Opart Handbag,Leather,CLTH-020568,dataset\images\20568.jpg,True
58472,Men,Accessories,Wallets,Wallets,Brown,Winter,2016.0,Casual,Fossil Men Brown Wallet,Mixed,CLTH-058472,dataset\images\58472.jpg,True
33943,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,ADIDAS Men Polo Blue T-Shirt,Cotton,CLTH-033943,dataset\images\33943.jpg,True
52148,Women,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Femella Women Red Polo T-Shirt,Cotton,CLTH-052148,dataset\images\52148.jpg,True
25826,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,Diva Women Printed Brown Kurta,Cotton,CLTH-025826,dataset\images\25826.jpg,True
44811,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Spykar Women Pink Top,Cotton,CLTH-044811,dataset\images\44811.jpg,True
38597,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Nike Men Printed Texture Grey T-shirt,Cotton,CLTH-038597,dataset\images\38597.jpg,True
19042,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Moccasin Blue Casual Shoes,Mixed,CLTH-019042,dataset\images\19042.jpg,True
49732,Men,Accessories,Ties,Ties,Blue,Summer,2012.0,Casual,Park Avenue Men Blue Tie,Mixed,CLTH-049732,dataset\images\49732.jpg,True
16836,Men,Accessories,Eyewear,Sunglasses,Blue,Winter,2016.0,Casual,Idee Men Funky Eyewear Blue Sunglasses,Plastic,CLTH-016836,dataset\images\16836.jpg,True
8415,Girls,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Doodle Girl's Hippie Chic White Teen Kidswear,Cotton,CLTH-008415,dataset\images\8415.jpg,True
43208,Women,Accessories,Watches,Watches,Grey,Winter,2016.0,Casual,Fastrack Women Grey Dial Watch,Metal,CLTH-043208,dataset\images\43208.jpg,True
13578,Men,Apparel,Innerwear,Innerwear Vests,Red,Summer,2016.0,Casual,Hanes Men Pack of 2 Half Contrast Piping Ringer T-shirts,Mixed,CLTH-013578,dataset\images\13578.jpg,True
35288,Unisex,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Suunto Vector HR White Watch,Metal,CLTH-035288,dataset\images\35288.jpg,True
28705,Women,Apparel,Topwear,Kurtas,Peach,Summer,2012.0,Ethnic,W Women Printed Peach Kurta,Cotton,CLTH-028705,dataset\images\28705.jpg,True
22831,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2016.0,Casual,Woodland Men Khaki Casual Shoes,Mixed,CLTH-022831,dataset\images\22831.jpg,True
8627,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Fastrack Men Gradient Bikers Sunglasses M032BU1,Plastic,CLTH-008627,dataset\images\8627.jpg,True
12698,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2011.0,Sports,Nike Men Swift FG Blue Sports Shoes,Synthetic,CLTH-012698,dataset\images\12698.jpg,True
35886,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Jungle Book Boys 11 White T-shirt,Cotton,CLTH-035886,dataset\images\35886.jpg,True
19270,Women,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Guess Women Mini Prism Steel Watch,Metal,CLTH-019270,dataset\images\19270.jpg,True
34954,Women,Apparel,Saree,Sarees,Beige,Summer,2012.0,Ethnic,Fabindia Women H& Printed Beige Sari,Mixed,CLTH-034954,dataset\images\34954.jpg,True
55963,Women,Personal Care,Lips,Lipstick,Pink,Spring,2017.0,Casual,Colorbar Take Me As I Am Flirtatious Pink Lipstick with Sharpner 002,Mixed,CLTH-055963,dataset\images\55963.jpg,True
34168,Boys,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Gini and Jony Boys Printed Navy Blue T-shirt,Cotton,CLTH-034168,dataset\images\34168.jpg,True
28537,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Sports,Nike Men Challenger Black T-shirt,Cotton,CLTH-028537,dataset\images\28537.jpg,True
43806,Women,Accessories,Jewellery,Earrings,White,Summer,2012.0,Casual,Royal Diadem White Earrings,Mixed,CLTH-043806,dataset\images\43806.jpg,True
58640,Men,Accessories,Socks,Socks,White,Fall,2012.0,Casual,Fila Men Trio Pack Ankle Socks,Mixed,CLTH-058640,dataset\images\58640.jpg,True
5138,Women,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Wrangler Women's Sequin Green T-shirt,Cotton,CLTH-005138,dataset\images\5138.jpg,True
11821,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Playboy Men Casual Black Casual Shoes,Mixed,CLTH-011821,dataset\images\11821.jpg,True
21688,Women,Accessories,Watches,Watches,Silver,Summer,2016.0,Casual,Fossil Women Silver-Toned Dial Watch ES1869,Metal,CLTH-021688,dataset\images\21688.jpg,True
1598,Women,Accessories,Bags,Handbags,Blue,Summer,2011.0,Travel,Geonaute Women Blue Outdoor Bag,Leather,CLTH-001598,dataset\images\1598.jpg,True
5904,Women,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,Puma Women Cabana Racer White Shoe,Mixed,CLTH-005904,dataset\images\5904.jpg,True
57608,Women,Personal Care,Skin Care,Toner,Rose,Spring,2017.0,,Lotus Herbals Rosetone Facial Skin Toner,Mixed,CLTH-057608,dataset\images\57608.jpg,True
25228,Women,Accessories,Bags,Handbags,Blue,Winter,2015.0,Casual,Lino Perros Women Blue Handbag,Leather,CLTH-025228,dataset\images\25228.jpg,True
39677,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Lotto Men White Shoes,Mixed,CLTH-039677,dataset\images\39677.jpg,True
50875,Women,Apparel,Saree,Sarees,Green,Fall,2012.0,Ethnic,Prafful Green & Maroon Printed Sari,Mixed,CLTH-050875,dataset\images\50875.jpg,True
9391,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Nike Men CapriII White Sports Shoes,Synthetic,CLTH-009391,dataset\images\9391.jpg,True
2779,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Ediots   T-shirt,Cotton,CLTH-002779,dataset\images\2779.jpg,True
49164,Women,Personal Care,Makeup,Kajal and Eyeliner,White,Spring,2017.0,,Deborah Kajal 117,Mixed,CLTH-049164,dataset\images\49164.jpg,True
8243,Women,Accessories,Bags,Handbags,Yellow,Winter,2016.0,Casual,Fastrack Women Yellow Sling Bag,Leather,CLTH-008243,dataset\images\8243.jpg,True
46910,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Peter England Men Black Jeans,Denim,CLTH-046910,dataset\images\46910.jpg,True
19614,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,United Colors of Benetton Women White T-shirt,Cotton,CLTH-019614,dataset\images\19614.jpg,True
28153,Men,Apparel,Innerwear,Innerwear Vests,White,Summer,2016.0,Casual,Jockey SPORT Men White Innerwear Vest 9925,Mixed,CLTH-028153,dataset\images\28153.jpg,True
29081,Men,Accessories,Wallets,Wallets,Black,Winter,2016.0,Casual,Fastrack Men Leatherette Black Wallet,Mixed,CLTH-029081,dataset\images\29081.jpg,True
49958,Men,Apparel,Bottomwear,Shorts,Black,Summer,2016.0,Casual,Hanes Men Black Athletic 3/4th Pants,Polyester,CLTH-049958,dataset\images\49958.jpg,True
31842,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Titan Men Black Dial Watch,Metal,CLTH-031842,dataset\images\31842.jpg,True
11479,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,United Colors of Benetton Women Light Winter Purple Tops,Cotton,CLTH-011479,dataset\images\11479.jpg,True
39213,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013.0,Formal,Franco Leone Men Black Formal Shoes,Mixed,CLTH-039213,dataset\images\39213.jpg,True
41309,Girls,Apparel,Topwear,Tops,Peach,Summer,2012.0,Casual,Gini and Jony Girls Woven Peach Top,Cotton,CLTH-041309,dataset\images\41309.jpg,True
14937,Men,Apparel,Bottomwear,Shorts,Olive,Fall,2011.0,Casual,Status Quo Men Solid Olive Shorts,Polyester,CLTH-014937,dataset\images\14937.jpg,True
33729,Women,Accessories,Belts,Belts,Multi,Summer,2012.0,Casual,Pieces Women Multi-Colored Belt,Leather,CLTH-033729,dataset\images\33729.jpg,True
41907,Women,Personal Care,Fragrance,Fragrance Gift Set,Black,Spring,2017.0,Casual,Playboy Women Play It Spicy Fragrance Gift Set,Mixed,CLTH-041907,dataset\images\41907.jpg,True
36069,Unisex,Accessories,Bags,Duffel Bag,Beige,Winter,2012.0,Casual,OTLS Unisex Beige Duffle Bag,Mixed,CLTH-036069,dataset\images\36069.jpg,True
57862,Women,Personal Care,Skin Care,Sunscreen,Yellow,Spring,2017.0,Casual,Biotique Women Bio Sandalwood SPF 50 Sunscreen,Mixed,CLTH-057862,dataset\images\57862.jpg,True
58016,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012.0,Casual,Rreverie Gold Plated Earrings,Mixed,CLTH-058016,dataset\images\58016.jpg,True
14339,Women,Footwear,Flip Flops,Flip Flops,Grey,Fall,2011.0,Casual,Nike Women Solarsoft Thong Grey Slippers,Rubber,CLTH-014339,dataset\images\14339.jpg,True
39021,Men,Accessories,Watches,Watches,Navy Blue,Winter,2016.0,Casual,CASIO ENTICER Men Navy Dial Analogue Watch A629,Metal,CLTH-039021,dataset\images\39021.jpg,True
10799,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Wander Wheels Navy Blue Shirts,Cotton,CLTH-010799,dataset\images\10799.jpg,True
20930,Women,Accessories,Bags,Handbags,Red,Winter,2016.0,Casual,Fastrack Women Red Sling Bag,Leather,CLTH-020930,dataset\images\20930.jpg,True
27329,Women,Personal Care,Perfumes,Perfume and Body Mist,Orange,Spring,2017.0,Casual,Jovan Women Musk Perfume,Mixed,CLTH-027329,dataset\images\27329.jpg,True
7805,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Men's Basket II Clean Black White Shoe,Mixed,CLTH-007805,dataset\images\7805.jpg,True
19426,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Quiksilver Men Tar Pits Black Shirt,Cotton,CLTH-019426,dataset\images\19426.jpg,True
49356,Men,Footwear,Shoes,Casual Shoes,Beige,Summer,2012.0,Casual,Vans Men Beige Pritchard Shoes,Mixed,CLTH-049356,dataset\images\49356.jpg,True
8071,Women,Footwear,Shoes,Sports Shoes,Grey,Fall,2011.0,Sports,New Balance Women Silver Sports Shoes,Synthetic,CLTH-008071,dataset\images\8071.jpg,True
23789,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Oakley Men Pit Bull Black Sunglasses,Plastic,CLTH-023789,dataset\images\23789.jpg,True
28361,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Idee Men Black Sunglasses,Plastic,CLTH-028361,dataset\images\28361.jpg,True
13920,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Nike Men Court Resonate Black Casual Shoes,Mixed,CLTH-013920,dataset\images\13920.jpg,True
7039,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,Numero Uno Men's White Light Shoe,Mixed,CLTH-007039,dataset\images\7039.jpg,True
20791,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Casual,Basics Men Black Blazer Jacket,Polyester,CLTH-020791,dataset\images\20791.jpg,True
37726,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,John Players Men Soft Check Shirt,Cotton,CLTH-037726,dataset\images\37726.jpg,True
4021,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,ADIDAS Unisex Color Blast Black Red Shoe,Mixed,CLTH-004021,dataset\images\4021.jpg,True
21643,Women,Apparel,Innerwear,Bra,Skin,Summer,2014.0,Casual,Enamor Women Smooth Skin Bra,Mixed,CLTH-021643,dataset\images\21643.jpg,True
15476,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Puma Men Logo Black Tshirts,Cotton,CLTH-015476,dataset\images\15476.jpg,True
59759,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Rocia Women Black Flats,Mixed,CLTH-059759,dataset\images\59759.jpg,True
1553,Unisex,Sporting Goods,Sports Equipment,Footballs,White,Fall,2010.0,Sports,Puma Power Cat Hard Ground Football,Mixed,CLTH-001553,dataset\images\1553.jpg,True
33386,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Baggit Women Banjara Taj Purple Handbag,Leather,CLTH-033386,dataset\images\33386.jpg,True
40674,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Lee Women Blue Top,Cotton,CLTH-040674,dataset\images\40674.jpg,True
10104,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Reebok Men Buckets VI Black Sports Shoes,Synthetic,CLTH-010104,dataset\images\10104.jpg,True
24331,Women,Apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Sports,ADIDAS Women Grey Track Pants,Polyester,CLTH-024331,dataset\images\24331.jpg,True
56711,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Folklore Women Printed Purple & Blue Kurta,Cotton,CLTH-056711,dataset\images\56711.jpg,True
32254,Women,Apparel,Topwear,Kurtis,White,Summer,2012.0,Ethnic,Fabindia Women Printed White Kurti,Mixed,CLTH-032254,dataset\images\32254.jpg,True
3204,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Tantra Men's Arrest Sky Blue T-shirt,Cotton,CLTH-003204,dataset\images\3204.jpg,True
42123,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Sports,ADIDAS Men Navy Blue T-shirt,Cotton,CLTH-042123,dataset\images\42123.jpg,True
12653,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Probase Men Printed Grey Tshirts,Cotton,CLTH-012653,dataset\images\12653.jpg,True
55194,Women,Personal Care,Nails,Nail Polish,Black,Spring,2017.0,Casual,Lakme Absolute Fast & Fabulous Night Desire Nail Polish 03,Mixed,CLTH-055194,dataset\images\55194.jpg,True
26466,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Puma Men Story Graphic Green T-shirt,Cotton,CLTH-026466,dataset\images\26466.jpg,True
13781,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Formal,Belmonte Men Solid Grey Trousers,Denim,CLTH-013781,dataset\images\13781.jpg,True
18369,Men,Apparel,Innerwear,Innerwear Vests,White,Summer,2016.0,Casual,Undercolors of Benetton Men Pack of 2 Innerwear Vests,Mixed,CLTH-018369,dataset\images\18369.jpg,True
48419,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,French Connection Men Black Printed T-shirt,Cotton,CLTH-048419,dataset\images\48419.jpg,True
51534,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fastrack Men White Dial Watch,Metal,CLTH-051534,dataset\images\51534.jpg,True
46583,Women,Footwear,Shoes,Flats,Grey,Winter,2015.0,Casual,Catwalk Women Grey Sandals,Mixed,CLTH-046583,dataset\images\46583.jpg,True
47451,Women,Footwear,Shoes,Flats,Brown,Summer,2012.0,Casual,Tiptopp Women Brown Sandals,Mixed,CLTH-047451,dataset\images\47451.jpg,True
6776,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Timberland Men's Tipped Pique Polo Red T-shirt,Cotton,CLTH-006776,dataset\images\6776.jpg,True
17321,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Pepe Jeans Women Casual Sunglasses,Plastic,CLTH-017321,dataset\images\17321.jpg,True
19089,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,W Women Shaded Blue Kurta,Cotton,CLTH-019089,dataset\images\19089.jpg,True
26654,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Puma Men Black Sports Shoes,Synthetic,CLTH-026654,dataset\images\26654.jpg,True
30731,Girls,Apparel,Bottomwear,Salwar,Magenta,Summer,2012.0,Ethnic,Fabindia Girls Printed Magenta Salwar,Mixed,CLTH-030731,dataset\images\30731.jpg,True
27786,Men,Accessories,Wallets,Wallets,Black,Winter,2015.0,Casual,Bulchee Men Black Wallet,Mixed,CLTH-027786,dataset\images\27786.jpg,True
35243,Men,Accessories,Socks,Socks,Grey,Summer,2012.0,Casual,Manchester United Men Grey Socks,Mixed,CLTH-035243,dataset\images\35243.jpg,True
7496,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Nike Women's Challen Light Blue T-shirt,Cotton,CLTH-007496,dataset\images\7496.jpg,True
51706,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Van Heusen Men Black Sunglasses,Plastic,CLTH-051706,dataset\images\51706.jpg,True
23326,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011.0,Ethnic,W Women Brown Printed Kurta,Cotton,CLTH-023326,dataset\images\23326.jpg,True
17113,Women,Accessories,Bags,Clutches,Gold,Winter,2015.0,Casual,Lino Perros Women Crystal Gold Clutch,Mixed,CLTH-017113,dataset\images\17113.jpg,True
47663,Women,Accessories,Scarves,Scarves,Brown,Summer,2012.0,Casual,Femella Women Brown Leopard Print Scarf,Mixed,CLTH-047663,dataset\images\47663.jpg,True
34391,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Myntra Men Red Prayer T-shirt,Cotton,CLTH-034391,dataset\images\34391.jpg,True
6544,Unisex,Accessories,Bags,Backpacks,Green,Summer,2011.0,Casual,Nike Unisex Access FU Green Backpack,Canvas,CLTH-006544,dataset\images\6544.jpg,True
37514,Boys,Apparel,Bottomwear,Leggings,Yellow,Summer,2012.0,Casual,Madagascar3 Infant Boys Lemon Yellow Leggings,Mixed,CLTH-037514,dataset\images\37514.jpg,True
14796,Women,Accessories,Bags,Handbags,Purple,Summer,2011.0,Casual,United Colors of Benetton Women Solid Purple Handbags,Leather,CLTH-014796,dataset\images\14796.jpg,True
33988,Women,Accessories,Scarves,Scarves,Blue,Summer,2012.0,Casual,Femella Women Printed Blue Scarf,Mixed,CLTH-033988,dataset\images\33988.jpg,True
53051,Women,Apparel,Saree,Sarees,Maroon,Fall,2012.0,Ethnic,FNF Maroon Printed Sari,Mixed,CLTH-053051,dataset\images\53051.jpg,True
21471,Women,Footwear,Shoes,Casual Shoes,Purple,Winter,2012.0,Casual,Roxy Women Purple Casual Shoes,Mixed,CLTH-021471,dataset\images\21471.jpg,True
52183,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012.0,Casual,Lencia Sterling Silver Earrings,Mixed,CLTH-052183,dataset\images\52183.jpg,True
15644,Men,Apparel,Bottomwear,Shorts,Navy Blue,Winter,2014.0,Sports,Nike Men As Df Crckt Navy Blue Shorts,Polyester,CLTH-015644,dataset\images\15644.jpg,True
45134,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Casio Enticer Men Silver-Gold Analogue Watch MTP-1235SG-7ADF(A359),Metal,CLTH-045134,dataset\images\45134.jpg,True
