id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,material,internal_tag,image_path,image_exists,phash
25117,Women,Accessories,Bags,Clutches,Pink,Winter,2015.0,Casual,Lino Perros Women Beaded Pink Clutch,Mixed,CLTH-025117,dataset\images\25117.jpg,True,bfc0c43fc02c3bc3
52879,Women,Apparel,Saree,Sarees,Magenta,Fall,2012.0,Ethnic,FNF Magenta Printed Sari,Mixed,CLTH-052879,dataset\images\52879.jpg,True,b1c69b92cc39cc33
41452,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Lee Cooper Men White Shoes,Mixed,CLTH-041452,dataset\images\41452.jpg,True,be9fc06081957e1e
27224,Women,Apparel,Dress,Dresses,White,Summer,2012.0,Casual,Doodle Kids Girl Printed White Dress,Chiffon,CLTH-027224,dataset\images\27224.jpg,True,b8c3cf3c93332c61
30293,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men Love Off White T-shirt,Cotton,CLTH-030293,dataset\images\30293.jpg,True,b993319b34c78c33
3594,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,Converse Men's Chuck Taylor Print OX White Canvas Shoe,Mixed,CLTH-003594,dataset\images\3594.jpg,True,bf9fc0601e876398
7908,Men,Apparel,Topwear,Tshirts,Cream,Fall,2012.0,Casual,Proline Men Cream & Purple Striped Polo T-shirt,Cotton,CLTH-007908,dataset\images\7908.jpg,True,f19766cb2c6998b0
34633,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Lotto Men Dolce Vita II Black Sports Shoes,Synthetic,CLTH-034633,dataset\images\34633.jpg,True,bf95c0683cb5c2ca
50376,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Woodland Men Black Shoes,Mixed,CLTH-050376,dataset\images\50376.jpg,True,bf1fc0e02c973338
9892,Men,Apparel,Bottomwear,Trousers,White,Fall,2011.0,Formal,Indian Terrain Men Laffer Off-White Trousers,Denim,CLTH-009892,dataset\images\9892.jpg,True,bd3e333030b09e8f
23684,Men,Accessories,Wallets,Wallets,Brown,Fall,2011.0,Casual,Newhide Brown Men Antique Wallet,Mixed,CLTH-023684,dataset\images\23684.jpg,True,edc7923838256dc3
22756,Women,Apparel,Topwear,Kurtas,Red,Fall,2011.0,Ethnic,BIBA Women Solid Red Kurta,Cotton,CLTH-022756,dataset\images\22756.jpg,True,b09bc392c97cc536
8940,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Indigo Nation Men Reversible Bling Red Shirts,Cotton,CLTH-008940,dataset\images\8940.jpg,True,ebb1ed500b3e168c
7134,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,2011.0,Casual,Urban Yoga Men Bottom Navy Yoga Pants,Polyester,CLTH-007134,dataset\images\7134.jpg,True,b824c69996cec3cb
36164,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Status Quo Men Grey T-shirt,Cotton,CLTH-036164,dataset\images\36164.jpg,True,b49393926d396cc6
39910,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012.0,Sports,ADIDAS Men Blue & Red F10 Sports Shoes,Synthetic,CLTH-039910,dataset\images\39910.jpg,True,bf1fc06027955a5a
52421,Women,Apparel,Loungewear and Nightwear,Nightdress,Multi,Summer,2017.0,Casual,Red Rose Women Multi Coloured Nightdress,Mixed,CLTH-052421,dataset\images\52421.jpg,True,e796c3c60c1cc979
20001,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,United Colors of Benetton Men Printed Green T-shirt,Cotton,CLTH-020001,dataset\images\20001.jpg,True,b4c392b36c6db093
44544,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Coolers Men Black Sandals,Leather,CLTH-044544,dataset\images\44544.jpg,True,ee94906b3d94c2e3
56081,Women,Personal Care,Lips,Lip Gloss,Silver,Spring,2017.0,Casual,Colorbar Clear Glaze Star Shine Lip Gloss 015,Mixed,CLTH-056081,dataset\images\56081.jpg,True,b399cc6699263399
11746,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Lee Men Yellow Polo T-shirt,Cotton,CLTH-011746,dataset\images\11746.jpg,True,b4c724cb34cb5e32
25573,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,FILA Men Trempet White Sports Shoes,Synthetic,CLTH-025573,dataset\images\25573.jpg,True,be95c16a943f1e12
41036,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Nautica Men Black Dial Chronograph Watch,Metal,CLTH-041036,dataset\images\41036.jpg,True,b4c9d31acd61cd26
33416,Women,Accessories,Wallets,Wallets,Purple,Fall,2012.0,Casual,Baggit Women Purple Wallet,Mixed,CLTH-033416,dataset\images\33416.jpg,True,bcc3c33cc3863c69
10694,Women,Apparel,Topwear,Tops,Pink,Fall,2011.0,Casual,Doodle Girl Be Born Pink Tops,Cotton,CLTH-010694,dataset\images\10694.jpg,True,e0499eb6356968cb
57153,Women,Apparel,Topwear,Tshirts,Peach,Summer,2012.0,Casual,Elle Women Peach T-shirt,Cotton,CLTH-057153,dataset\images\57153.jpg,True,b6c3620dcf9c9989
4583,Unisex,Accessories,Bags,Backpacks,Grey,Winter,2015.0,Casual,Wildcraft Unisex Grey Backpack,Canvas,CLTH-004583,dataset\images\4583.jpg,True,b8e1c73e9e981e90
36356,Men,Accessories,Ties,Ties,Yellow,Summer,2012.0,Formal,Reid & Taylor Men Yellow Patterned Tie,Mixed,CLTH-036356,dataset\images\36356.jpg,True,e6999931996c99c6
44776,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2010.0,Casual,Lotto Men Black Dolce Vita Shoes,Mixed,CLTH-044776,dataset\images\44776.jpg,True,bf96c0603f977248
5451,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2011.0,Sports,Nike Men's Tempo Blue Short,Polyester,CLTH-005451,dataset\images\5451.jpg,True,afa4d04a87d92fa4
37284,Women,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Tantra Women Purple Shopping T-shirt,Cotton,CLTH-037284,dataset\images\37284.jpg,True,e4c692b69b199999
20233,Women,Apparel,Topwear,Sweaters,Red,Fall,2011.0,Casual,Wrangler Women Felt Grey Sweater,Wool,CLTH-020233,dataset\images\20233.jpg,True,b4c2339ee338cf30
58329,Men,Footwear,Flip Flops,Flip Flops,Red,Summer,2012.0,Casual,Lotto Men Red Flip Flops,Rubber,CLTH-058329,dataset\images\58329.jpg,True,ac95c36a3cc34a3d
14006,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Men Solid Black Jerseys,Cotton,CLTH-014006,dataset\images\14006.jpg,True,ec4b82a5871eda6c
11574,Women,Apparel,Topwear,Kurtas,Grey,Summer,2011.0,Ethnic,W Women Printed Grey Kurtas,Cotton,CLTH-011574,dataset\images\11574.jpg,True,b0cb939ec79cc14c
25741,Women,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Wrangler Women Leather Brown Wallet,Mixed,CLTH-025741,dataset\images\25741.jpg,True,bfc4c03b3fc06a91
24693,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Locomotive Men Grey Printed T-Shirt,Cotton,CLTH-024693,dataset\images\24693.jpg,True,e196b7c6386925c6
57361,Women,Apparel,Innerwear,Bra,Pink,Winter,2015.0,Casual,Amante Pink Printed Full-Coverage Bra BGTC01,Mixed,CLTH-057361,dataset\images\57361.jpg,True,eae19495bc489795
33624,Women,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Lino Perros Women Brown Wallet,Mixed,CLTH-033624,dataset\images\33624.jpg,True,bfc0942fc1956a8d
50978,Women,Apparel,Innerwear,Bra,Maroon,Summer,2017.0,Casual,Enamor Masai Lift Bra,Mixed,CLTH-050978,dataset\images\50978.jpg,True,a9e3964eccc4789a
2674,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Inkfruit Men's State Trance Black T-shirt,Cotton,CLTH-002674,dataset\images\2674.jpg,True,b891911e69e5c5ce
43553,Men,Accessories,Headwear,Caps,Black,Summer,2012.0,Casual,Puma Men Black Complete Running Cap,Mixed,CLTH-043553,dataset\images\43553.jpg,True,b9e0c21e69e09e2f
13223,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2011.0,Casual,Palm Tree Kids Boys Washed Blue Shorts,Polyester,CLTH-013223,dataset\images\13223.jpg,True,a4e3cb1838c765b3
27016,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jealous 21 Women Washed Blue Jeans,Denim,CLTH-027016,dataset\images\27016.jpg,True,b4659332c3b2cf2c
19719,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Stripes Grey Shirt,Cotton,CLTH-019719,dataset\images\19719.jpg,True,e4c6269e7869968e
55436,Women,Personal Care,Lips,Lipstick,Pink,Spring,2017.0,Casual,Revlon Raspberry Colorburst Lipstick 045,Mixed,CLTH-055436,dataset\images\55436.jpg,True,e6ce99314ccc6633
49069,Women,Accessories,Bags,Handbags,Pink,Summer,2012.0,Casual,Lino Perros Women Pink Handbag,Leather,CLTH-049069,dataset\images\49069.jpg,True,e9d29269cc946c9e
31173,Girls,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Gini and Jony Girls Printed White Top,Cotton,CLTH-031173,dataset\images\31173.jpg,True,b1dcce73319830ce
17683,Women,Footwear,Shoes,Casual Shoes,Black,Winter,2015.0,Casual,Catwalk Women Ballerina Black Casual Shoe,Mixed,CLTH-017683,dataset\images\17683.jpg,True,bf9ec0613d966348
34401,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Myntra Men Black Printed T-shirt,Cotton,CLTH-034401,dataset\images\34401.jpg,True,b4cec6c738393893
46021,Women,Apparel,Topwear,Kurtis,Orange,Summer,2012.0,Ethnic,Fabindia Women Orange Kurti,Mixed,CLTH-046021,dataset\images\46021.jpg,True,f1c7869ab24c9ac9
7306,Women,Apparel,Dress,Dresses,White,Summer,2011.0,Casual,UCB Women's Sleeveless Off White Dress,Chiffon,CLTH-007306,dataset\images\7306.jpg,True,b4e2337392c999c9
49855,Unisex,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Kids Unisex Black Digital Watch,Metal,CLTH-049855,dataset\images\49855.jpg,True,b4cfc23ccbb0cc31
22564,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Lino Perros Black Women Casual Sling Bag,Leather,CLTH-022564,dataset\images\22564.jpg,True,ee90952fd2253d94
16751,Women,Accessories,Bags,Clutches,Copper,Winter,2015.0,Casual,Spice Art Women Copper Leartherite Multi Clutch,Mixed,CLTH-016751,dataset\images\16751.jpg,True,bec1c33ec16a3dc0
54722,Women,Apparel,Apparel Set,Kurta Sets,Yellow,Fall,2012.0,Ethnic,Shree Women Yellow & Red Printed Salwar Suit with Dupatta,Mixed,CLTH-054722,dataset\images\54722.jpg,True,e69c926599966933
30267,Men,Accessories,Eyewear,Sunglasses,Brown,Summer,2017.0,Casual,Speedo Men Sheet Sunglasses,Plastic,CLTH-030267,dataset\images\30267.jpg,True,ea9c95626a95347a
43795,Women,Accessories,Jewellery,Earrings,Gold,Summer,2012.0,Ethnic,Royal Diadem Magenta Earrings,Mixed,CLTH-043795,dataset\images\43795.jpg,True,f992c66d3833b24c
42647,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012.0,Ethnic,Alma Women Purple Printed Kurta,Cotton,CLTH-042647,dataset\images\42647.jpg,True,e4ce9296936c794c
8188,Men,Apparel,Topwear,Shirts,Purple,Summer,2011.0,Casual,Locomotive Men Solid Poplin Laidley Purple Shirts,Cotton,CLTH-008188,dataset\images\8188.jpg,True,b493d3932d3c2cc3
3560,Men,Footwear,Shoes,Casual Shoes,White,Winter,2015.0,Casual,Skechers Men Off White Lifestyle Casual Shoe,Mixed,CLTH-003560,dataset\images\3560.jpg,True,bf97c0683e9749c0
12137,Women,Apparel,Topwear,Kurtas,Navy Blue,Fall,2011.0,Ethnic,Aurelia Women Solid Navy Blue Kurtas,Cotton,CLTH-012137,dataset\images\12137.jpg,True,e1cf96964a31c539
6012,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,Highlander Men White Casual Checked Slim Fit Shirt,Cotton,CLTH-006012,dataset\images\6012.jpg,True,e6c7a55a7049368d
47335,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Baggit Women Green Handbag,Leather,CLTH-047335,dataset\images\47335.jpg,True,ed85863a99d99b81
9866,Men,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Status Quo Men Pink Polo Tshirts,Cotton,CLTH-009866,dataset\images\9866.jpg,True,acc3b6d3690d38c9
17445,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Casio Enticer Men Black Analogue Watches (BS063) BEM-501L-1AVDF,Metal,CLTH-017445,dataset\images\17445.jpg,True,b0e3d2898f86cd99
50382,Women,Apparel,Bottomwear,Salwar and Dupatta,Cream,Summer,2012.0,Ethnic,Vishudh Women Printed Cream Salwar and Dupatta,Mixed,CLTH-050382,dataset\images\50382.jpg,True,b3cc93334ccecc64
23670,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Spykar Men Green Printed T-shirts,Cotton,CLTH-023670,dataset\images\23670.jpg,True,b1c7c6339b2ccc91
28298,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Fastrack Men Sunglasses,Plastic,CLTH-028298,dataset\images\28298.jpg,True,ea9595686a976178
56849,Men,Apparel,Bottomwear,Jeans,Navy Blue,Fall,2012.0,Casual,John Players Men Navy Regular Fit Jeans,Denim,CLTH-056849,dataset\images\56849.jpg,True,b06ccb72cc636c66
4745,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Sports,ADIDAS Men's Green Polo T-shirt,Cotton,CLTH-004745,dataset\images\4745.jpg,True,b4c336cf30c936c9
15312,Women,Footwear,Sandal,Sports Sandals,Blue,Fall,2011.0,Casual,ADIDAS Women Neo Feather Blue Sandals,Mixed,CLTH-015312,dataset\images\15312.jpg,True,be96c1692f966238
21127,Women,Apparel,Topwear,Tops,Navy Blue,Fall,2011.0,Casual,s.Oliver Women Printed Navy Blue Top,Cotton,CLTH-021127,dataset\images\21127.jpg,True,e486c7e3926998da
38836,Women,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,Latin Quarters Women Blue Dress,Chiffon,CLTH-038836,dataset\images\38836.jpg,True,b4c3c61cc339cb39
53507,Women,Apparel,Innerwear,Bra,Nude,Winter,2015.0,Casual,Amante Nude-Coloured Full-Coverage Bra BFOM12,Mixed,CLTH-053507,dataset\images\53507.jpg,True,bc34a393b3326363
5697,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2015.0,Casual,Skechers Men Black Casual Shoes,Mixed,CLTH-005697,dataset\images\5697.jpg,True,bf9ec0603e976348
56075,Women,Personal Care,Lips,Lip Liner,Mauve,Spring,2017.0,Casual,Colorbar Plum Lip Liner/Crayon 004,Mixed,CLTH-056075,dataset\images\56075.jpg,True,e24ac8a5b5b5b585
25587,Women,Apparel,Apparel Set,Kurta Sets,Black,Fall,2011.0,Ethnic,Vishudh Women Black & Purple Printed Churidar Kurta with Dupatta,Mixed,CLTH-025587,dataset\images\25587.jpg,True,e66dcc9898669966
32530,Men,Personal Care,Fragrance,Deodorant,Blue,Spring,2017.0,Casual,Tonino Lamborghini Men Pack of 2 Deos,Mixed,CLTH-032530,dataset\images\32530.jpg,True,ad3c92c2d3c72c39
40110,Men,Apparel,Bottomwear,Tracksuits,Blue,Summer,2012.0,Casual,ADIDAS Men Blue Tracksuit,Mixed,CLTH-040110,dataset\images\40110.jpg,True,b2c79b33cd8c2332
24455,Women,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Casual,Nike Women Court Majestic White Shoes,Synthetic,CLTH-024455,dataset\images\24455.jpg,True,bc96c3683c976398
10660,Women,Apparel,Bottomwear,Shorts,Blue,Fall,2011.0,Casual,Doodle Girl Hot shorts ice wash Blue Shorts,Polyester,CLTH-010660,dataset\images\10660.jpg,True,bb9dc4421be4681f
15120,Men,Apparel,Bottomwear,Trousers,Charcoal,Fall,2011.0,Formal,Arrow Men Wooltouch Charcoal Trousers,Denim,CLTH-015120,dataset\images\15120.jpg,True,e93496998ccf9c4a
21315,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Celine Dion Women Black Frame Sunglasses,Plastic,CLTH-021315,dataset\images\21315.jpg,True,eac695386ac7b438
4577,Men,Footwear,Shoes,Sports Shoes,Red,Summer,2011.0,Sports,Nike Men's Mercurial Vic Pink Shoe,Synthetic,CLTH-004577,dataset\images\4577.jpg,True,bf95c0603d95729a
45650,Men,Apparel,Innerwear,Trunk,Black,Summer,2016.0,Casual,Park Avenue Men Black Trunks,Mixed,CLTH-045650,dataset\images\45650.jpg,True,bd93cc2d949363e0
44782,Men,Footwear,Shoes,Sports Shoes,White,Summer,2010.0,Sports,Lotto Men White Los Angeles II Sports Shoes,Synthetic,CLTH-044782,dataset\images\44782.jpg,True,bbb5c04a3fb5620a
53735,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Puma Men Brown Vintage Ferrari Shoes,Mixed,CLTH-053735,dataset\images\53735.jpg,True,bf9cc0603f956a68
11580,Women,Apparel,Topwear,Kurtas,White,Summer,2011.0,Ethnic,W Women Printed White Kurtas,Cotton,CLTH-011580,dataset\images\11580.jpg,True,b0a773cb32cf0c8c
56247,Men,Apparel,Loungewear and Nightwear,Night suits,Grey Melange,Summer,2016.0,Casual,SDL by Sweet Dreams Men Grey & Blue Pyjama Set,Mixed,CLTH-056247,dataset\images\56247.jpg,True,b3cc9933cc996c31
57395,Women,Apparel,Innerwear,Briefs,Brown,Winter,2015.0,Casual,Amante Women Brown Briefs PGBR01,Mixed,CLTH-057395,dataset\images\57395.jpg,True,af1198c5681ad6f5
10452,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Flying Machine Men HS Grey Tshirts,Cotton,CLTH-010452,dataset\images\10452.jpg,True,e6c624ce34d9c636
40322,Men,Footwear,Shoes,Sports Shoes,White,Spring,2013.0,Sports,ADIDAS Men White Sparta Sports Shoes,Synthetic,CLTH-040322,dataset\images\40322.jpg,True,ba95c56a3ca56a1a
38238,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Polaroid Men Sunglasses,Plastic,CLTH-038238,dataset\images\38238.jpg,True,ea8d957a6a85b078
9268,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Scullers Men White Check Shirt,Cotton,CLTH-009268,dataset\images\9268.jpg,True,ecc6e4c72c389c33
2680,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Inkfruit Men's Indian Rule Blue T-shirt,Cotton,CLTH-002680,dataset\images\2680.jpg,True,f893934a6869c5c7
30055,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Skagen Men Black Dial Watch,Metal,CLTH-030055,dataset\images\30055.jpg,True,b4c3d22dcb3ccd30
28896,Women,Apparel,Innerwear,Briefs,Maroon,Summer,2017.0,Casual,Enamor Women Maroon Mid-Rise Bikini Brief,Mixed,CLTH-028896,dataset\images\28896.jpg,True,ba5cc1a13c5ec3e1
54510,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Lino Perros Women Brown Handbag,Leather,CLTH-054510,dataset\images\54510.jpg,True,f981c76e96703893
12305,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Formal,Genesis Men Check Navy Blue Shirts,Cotton,CLTH-012305,dataset\images\12305.jpg,True,ec86c4564d786567
29944,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Police Men Black Dial Watch PL13088JS-02,Metal,CLTH-029944,dataset\images\29944.jpg,True,beb0904a4fa1cf65
3752,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Status Quo Men's Music Revolution Green T-shirt,Cotton,CLTH-003752,dataset\images\3752.jpg,True,b2d387123d09e6c7
31187,Men,Accessories,Accessories,Accessory Gift Set,Black,Summer,2015.0,Casual,Cabarelli Men Accessory Gift Set,Mixed,CLTH-031187,dataset\images\31187.jpg,True,eb6395941eca606d
17677,Women,Footwear,Shoes,Heels,Tan,Winter,2015.0,Casual,Catwalk Women Weaved Strap Tan Flats,Mixed,CLTH-017677,dataset\images\17677.jpg,True,be3ec1e1649e1331
30869,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012.0,Ethnic,Fabindia Women Printed Beige Kurta,Cotton,CLTH-030869,dataset\images\30869.jpg,True,e4c66698b2999b99
23442,Women,Apparel,Topwear,Tunics,Orange,Fall,2011.0,Casual,Satya Paul Women Orange Printed Tunic,Mixed,CLTH-023442,dataset\images\23442.jpg,True,b093f38933cc39c9
6220,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Lee Men's Believe Burnt Orange T-shirt,Cotton,CLTH-006220,dataset\images\6220.jpg,True,ecc6c6476c789196
22590,Men,Apparel,Bottomwear,Shorts,Grey,Fall,2011.0,Sports,Nike Men Solid Grey Shorts,Polyester,CLTH-022590,dataset\images\22590.jpg,True,acc3c33c936c38e3
29178,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,United Colors of Benetton Women Washed Blue Jeans,Denim,CLTH-029178,dataset\images\29178.jpg,True,b46dc39c98989c9b
14496,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011.0,Casual,Flying Machine Men Casual Grey Casual Shoes,Mixed,CLTH-014496,dataset\images\14496.jpg,True,bf9dc0603f9dc260
15544,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Casual Black Heels,Mixed,CLTH-015544,dataset\images\15544.jpg,True,eb94c16b349c4be1
4113,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,Fila Men's Bruno White Shoe,Mixed,CLTH-004113,dataset\images\4113.jpg,True,bf97c0601e1f63d0
45234,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Casio Youth Series Men Analog-Digital Watch AW-80-1AVDFAD84,Metal,CLTH-045234,dataset\images\45234.jpg,True,e19896c758349ee3
40746,Women,Accessories,Headwear,Caps,Black,Winter,2012.0,Casual,Roxy Women Black Cap,Mixed,CLTH-040746,dataset\images\40746.jpg,True,e99696686c3571c6
32366,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Black Watch,Metal,CLTH-032366,dataset\images\32366.jpg,True,f8c3953cca948d9a
41694,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Black,Summer,2016.0,Casual,Superman Men Black Printed Lounge Pants,Mixed,CLTH-041694,dataset\images\41694.jpg,True,b1389a9399a69967
26554,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2012.0,Casual,ID Men Blue Shoes,Mixed,CLTH-026554,dataset\images\26554.jpg,True,bf95c06836956b58
19389,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,ADIDAS Men Printed White Tshirt,Cotton,CLTH-019389,dataset\images\19389.jpg,True,b293319a64cd9d6c
42011,Men,Footwear,Sandal,Sandals,Grey,Summer,2015.0,Casual,Estd. 1977 Men Grey Sandals,Leather,CLTH-042011,dataset\images\42011.jpg,True,ef90d06b35906a3d
3336,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,ADIDAS Men's Mumbai Indians Rage Blue T-shirt,Cotton,CLTH-003336,dataset\images\3336.jpg,True,a51bdae48b0f39b0
54174,Women,Accessories,Jewellery,Necklace and Chains,Gold,Summer,2012.0,Casual,Femella Golden Necklace,Mixed,CLTH-054174,dataset\images\54174.jpg,True,e6d96763d8269826
27486,Women,Apparel,Innerwear,Briefs,Purple,Winter,2015.0,Casual,Jockey Women Purple Bikini Briefs,Mixed,CLTH-027486,dataset\images\27486.jpg,True,e639998666799a86
35143,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Allen Solly Women Black Handbag,Leather,CLTH-035143,dataset\images\35143.jpg,True,f885857a9ee19895
7796,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Proline Men Grey Polo T-shirt,Cotton,CLTH-007796,dataset\images\7796.jpg,True,ecc626cb25983ed8
51406,Men,Apparel,Topwear,Shirts,Yellow,Summer,2012.0,Casual,Myntra Men Yellow Striped Shirt,Cotton,CLTH-051406,dataset\images\51406.jpg,True,f39327da2449966c
17213,Women,Accessories,Eyewear,Sunglasses,Purple,Winter,2016.0,Casual,United Colors of Benetton Women Funky Eyewear Purple Sunglasses,Plastic,CLTH-017213,dataset\images\17213.jpg,True,eb8c94736a84b56a
34091,Girls,Apparel,Topwear,Tops,Grey,Summer,2012.0,Casual,Doodle Girls Printed Grey Top,Cotton,CLTH-034091,dataset\images\34091.jpg,True,e11a9ea1a75a6ae4
54948,Men,Apparel,Topwear,Sweatshirts,Grey Melange,Summer,2012.0,Casual,Do u speak green Men Grey Sweatshirt,Polyester,CLTH-054948,dataset\images\54948.jpg,True,f193b39a492ccd26
6644,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Women Transform III IN White Shoe,Synthetic,CLTH-006644,dataset\images\6644.jpg,True,fa95854a9ca56a9a
47563,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Portia Women Black Sandals,Mixed,CLTH-047563,dataset\images\47563.jpg,True,a691c96f3699c934
42223,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Sepia Women Blue Striped Top,Cotton,CLTH-042223,dataset\images\42223.jpg,True,e5ce861a9a983ccd
3104,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Probase Men's Wtf Turquoise T-Shirt,Cotton,CLTH-003104,dataset\images\3104.jpg,True,b8b3b11a2ccdc6c9
55294,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,2017.0,Casual,Lakme Absolute Beigeshine Plump & Shine Lip Gloss,Mixed,CLTH-055294,dataset\images\55294.jpg,True,b193cc6c9ec96496
54346,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Casual,Levis Men 3 Pair Of Socks,Mixed,CLTH-054346,dataset\images\54346.jpg,True,b092cd659acf91cc
13481,Women,Footwear,Shoes,Flats,Black,Fall,2011.0,Casual,Rocia Women Black Flats,Mixed,CLTH-013481,dataset\images\13481.jpg,True,a696c961369ec9e1
30603,Boys,Apparel,Bottomwear,Shorts,Maroon,Summer,2012.0,Sports,Nike Boys Basketball Red Shorts,Polyester,CLTH-030603,dataset\images\30603.jpg,True,bca6c369c7196c92
3938,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Jealous 21 Women's White Blue T-shirt,Cotton,CLTH-003938,dataset\images\3938.jpg,True,a4c734ce12cf7899
51634,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fossil Women White Dial Chronograph Watch ES2783,Metal,CLTH-051634,dataset\images\51634.jpg,True,b3ccc338cc638cc7
46683,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,Rasasi Men Romance Forever Perfume,Mixed,CLTH-046683,dataset\images\46683.jpg,True,e69999663333cc98
19987,Women,Apparel,Topwear,Tops,Blue,Summer,2011.0,Casual,United Colors of Benetton Women Solid Blue Top,Cotton,CLTH-019987,dataset\images\19987.jpg,True,b4c38597482fed86
18855,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Puma Men Athletic Stellar Blue Polo Tshirt,Cotton,CLTH-018855,dataset\images\18855.jpg,True,b4c3b6c738c930cd
